NAZEV;KOD_PRACOVISTE;KOD_LEKARNY;ICZ;ICO;MESTO;ULICE;PSC;LEKARNIK_PRIJMENI;LEKARNIK_JMENO;LEKARNIK_TITUL;WWW;EMAIL;TELEFON;FAX;ERP;TYP_LEKARNY;ZASILKOVY_PRODEJ;POHOTOVOST
LÈk·rna Magnolia;90979000000;90995447;90979000;03568890;Ludge¯ovice;HluËÌnsk· 183/126;74714;HavlÌkov·;Daniela ;Mgr.;www.lekarna-magnolia.cz;magnolia@outlook.cz;596 730 816;;0;Z;;
LÈk·rna Magnolia;91995190000;91995540;91995190;27790363;Ostrava;28. ¯Ìjna 2658/155;70900;Farkasov· ;Krist˝na;Mgr.;http://www.lekarna-magnolia.cz;magnolia2@outlook.cz;591 134 324;;1;Z;ANO;
LÈk·rna Magnolie;20820000000;20995370;20820000;27450007;Vlaöim;Jana Masaryka 445;25801;Vilitov·;Marie;Mgr.;http://www.lekarnavlasim.cz;magnolie@lekarnavlasim.cz;317 845 030;;1;Z/OOVL;;
LÈk·rna MAGNUS;85017000000;85995350;85017000;25383639;Vrbno pod PradÏdem;Jesenick· 647;79326;Hampel;Marek;Mgr.;http://www.lekarna-magnus.cz;magnus@lekarnauhradeb.cz;554 752 506;;1;Z;;
LÈk·rna MakovskÈho;06995055000;06995420;06995055;24799726;Praha;MakovskÈho 1223/23;16300;HulÌkov·;Jitka;Mgr.;http://lekarna-makovskeho.cz/;lek.makovskeho@seznam.cz;235 301 488;;1;Z/OOVL;;
LÈk·rna Mamed HulÌn;00200192866;77995510;77641000;07836732;HulÌn;T¯ebÌzskÈho 206;76824;Pl·öek;Ji¯Ì;PharmDr.;;lekarnamamedhulin@tiscali.cz;573 331 991;;0;Z;;
LÈk·rna Mamed ProstÏjov;00200272700;78995610;78585000;07836732;ProstÏjov;Krava¯ova 191/2;79601;äediv·;Pavla;Mgr. ;;Lekarnamamedprostejov@seznam.cz;581 110 233;;0;Z;;
LÈk·rna Mamed Vyökov;81730000000;81995430;81730000;27664180;Vyökov;Puökinova 420/2a;68201;PaulÌkov·;Eva;Mgr.;;lekarnamamedvyskov@seznam.cz, mamedvyskov@seznam.cz;517 348 707;;1;Z;;
LÈk·rna Mandragora;26995100000;26995390;26995100;24302732;Ben·tky nad Jizerou;Praûsk· 614;29471;Poluhov·;MarkÈta;Mgr.;http://www.lekarnamandragora.cz;lekarna@poluha.cz;326 220 680;;1;Z;;
LÈk·rna M·nesova;53339000000;53995240;53339000;25449389;Jablonec nad Nisou;M·nesova 2911/70;46602;Pokorn˝;Michal;Mgr.;;lekarnamanesova@seznam.cz;483 314 705;;1;Z;;
LÈk·rna MANG;00203199341;26995490;26995012;19230150;Mlad· Boleslav;Jir·skova 1320;29301;Gryc ;Michal ;Mgr.;;m.gryc@seznam.cz;326 328 201;;1;Z;;
LÈk·rna Mariana;91995420000;91995710;91995420;26850877;Ostrava;Sokola T˘my 1537/3;70900;Matouökov·;Kate¯ina;Mgr.;;lekarnamariana@seznam.cz;596 627 114;;1;Z;ANO;
LÈk·rna Mari·nsk·;20860000001;20995070;20860000;88266958;»echtice;Blanick· 327;25765;Smutn·;Marie ;PharmDr. ;;lekarnamarianska@centrum.cz;317 854 142;;1;Z;;
LÈk·rna Masarova;72995212001;72995243;72995212;06612661;Brno;Masarova 2407/7;62800;Nasri;Ammar;PharmDr.;http://www.lekarnalisen.cz/;lekarnamasarova@seznam.cz;544 214 134, 608 971 334;;1;Z;;
LÈk·rna Masarykova;00214883897;90995481;90959100;26725754;Opava;Masarykova t¯Ìda 335/22;74601;Bahensk·;PavlÌna;Mgr.;www.benu.cz;opava.masarykova@benu.cz;605530481;;0;Z;;
LÈk·rna Mate¯Ìdouöka;44978000000;44995770;44978000;26317664;PlzeÚ;éelezniË·¯sk· 353/45;31200;Jiroutov·;Hana;Mgr.;http://www.lekarny-mraz.cz;lekarna.materidouska@seznam.cz;377 423 139;;1;Z;;
LÈk·rna MD s.r.o.;92615000000;92995350;92615000;60322853;P¯erov;Bohuslava NÏmce 371/7a;75002;Dûuponov·;Kate¯ina;Mgr.;www.lekarna-md.cz;lekarna-md@cmail.cz;581 207 987;;1;Z;;
LÈk·rna Medea;72995056000;72995150;72995056;64331351;Brno;EËerova 1148/2a;63500;Navr·tilov·;Marcela;Mgr.;http://www.medeabrno.eu;lekarna@medeabrno.eu;546 215 061;;1;Z;;
LÈk·rna MEDI - MED s.r.o.;82657000000;82995620;82657000;28304292;Otrokovice;J. Jab˘rkovÈ 1842;76502;Z·palkov·;Lea;PharmDr.;;lekarna.medimed@centrum.cz;577 101 944;;1;Z;;
LÈk·rna Media;92632000000;92995290;92632000;26876892;P¯erov;Jir·skova 157/20;75002;Zamazalov·;Ivona;Mgr.;http://www.lekarna.media.cz;info@lekarnamedia.cz, lekarna.media@seznam.cz;581 209 922;581 209 922;1;Z;;
LÈk·rna Medica;77614000008;77995460;77614000;29254477;HulÌn;Z·hlinick· 1216;76824;Hrubanov·;Helena;PharmDr.;http://www.czlekarna.cz;lek.hulin@dvouleta.cz;573 350 483;;1;Z;ANO;
LÈk·rna Medica;00214181137;82996010;82692000;29254477;Napajedla;Masarykovo n·mÏstÌ 229;76361;Kocmanov·;MarkÈta;Mgr.;;napajedla@lekarnamedica.cz;730 895 004;;0;Z;;
LÈk·rna Medica;77614000000;77995340;77614000;29254477;Holeöov;PalackÈho 972/23;76901;Drozdkov·;VladimÌra;Mgr.;https://lekarna-medica.cz;lek.holesov@dvouleta.cz;573 398 031;;1;Z;;
LÈk·rna Medica;77614000002;77995140;77614000;29254477;Morkovice-SlÌûany;N·mÏstÌ 900;76833;Klimkov·;Monika;Mgr.;www.lekarna-medica.cz;lekarna.morkovice@seznam.cz;573 370 080;;1;Z;;
LÈk·rna Medica;78581000000;78995570;78581000;29254477;NÏmËice nad Hanou;Sokolsk· 522;79827;SmÏt·kov·;Tereza;Mgr.;;nemcice@lekarnamedica.cz;582 386 780, 735 755 538;;1;Z;;
LÈk·rna Medical;88995119000;88995463;88995119;25864173;Kop¯ivnice;Z·humennÌ 1477/4c;74221;StehlÌkov· ;Vladislava;PharmDr. ;www.medicalcarecenter.cz;lekmedical@stavovska.cz;734265561;;1;Z;;
LÈk·rna MEDICAL CENTER;72995158000;72995127;72995158;41603371;Brno;Hybeöova 289/43;60200;BoËkov· ;Hana;Mgr.;http://www.mte.cz/mc-lekarna.htm;lekarna@mte.cz;543 432 412;;1;Z;;
LÈk·rna MEDICAMEN spol.s r.o.;79039000000;79995120;79039000;46977791;T¯ebÌË;Karlovo n·m. 49/38;67401;äindelka;David ;Mgr.Ing.;http://www.medicamen.cz/;medicamen@seznam.cz;568 841 181;;1;Z;;
LÈk·rna MEDICENTRUM;00200014391;25995490;25995112;26172925;MÏlnÌk;NemocniËnÌ 480;27601;Kamenick·;M·ria;PharmDr.;www.lekarnalemon.cz;melnik.nemocnicni@lekarnalemon.cz;326723019;;0;Z;ANO;
LÈk·rna MediCentrum HodonÌn;75640000003;75995860;75640000;26306085;HodonÌn;Koll·rova 4338/9;69501;BeÚov·;Kate¯ina;PharmDr.;http://www.medicentrum-hodonin.cz/lekarna;lekarna@medicentrum-hodonin.cz;511 110 529;;1;Z;;
LÈk·rna Medicentrum Praha;00200050297;04995040;04938000;06631312;Praha;Kloknerova 1245/1;14800;KaËÌrek;Michal;PharmDr.;;lekarna@lekarna-medicentrum.cz;602 375 676;;0;Z;ANO;
LÈk·rna Mediexpert;09995091000;09995610;09995091;03942767;Praha;SlavÏtÌnsk· 1072/68;19014;Jon·kov·;Ivana;PharmDr.;https://www.mediexpert.cz;klanovice@mediexpert.cz, lekarna@mediexpert.cz;608 730 873;;1;Z;ANO;
LÈk·rna MEDINA;22995056000;22995470;22995056;87440059;SmeËno;n·m. T. G. Masaryka 6;27305;Fridrichov·;Monika;Mgr.;;lekarna.medina@gmail.com;720 202 898;;1;Z/OOVL;;
LÈk·rna MEDINA;22995056002;22995570;22995056;87440059;Brand˝sek;Sl·nsk· 169;27341;Niedobov·;ZdeÚka;PharmDr.;;medina.brandysek@gmail.com;730 778 111;;1;Z/OOVL;;
LÈk·rna MEDIPONT PLUS;32995042001;32995970;32995042;04521005;»eskÈ BudÏjovice;Dr. Stejskala 426/15;37001;Vovesn·;Blanka;PharmDr.;http://www.lekarna-medipontplus.cz;lekarna@medipontplus.cz;386 322 172;;1;Z;;
LÈk·rna Medispot;00203184726;04995011;04995172;28233832;Praha;BudÏjovick· 2056/96;14000;Badinkov·;Silvia ;Mgr.;https://lekarna.medispot.cz;lekarna@medispot.cz;724930705;;0;Z;ANO;
LÈk·rna Melissa;87386000000;87995910;87386000;86964071;BohumÌn;BezruËova 150;73581;Stachel;Ji¯Ì;PharmDr.;http://www.lekarnamelissa.cz;lekarnamelissa@seznam.cz;593033256;;1;Z;;
LÈk·rna Melissa;05995012000;05995060;05995012;25616862;Praha;MusÌlkova 302/1;15000;Voroneck·;ä·rka;PharmDr. ;https://www.magistra.cz;lekmel@centrum.cz;257 210 673, 257 216 579;;1;Z;;
LÈk·rna MELISSA;63320000000;63995070;63320000;60115653;Lib·Ú;JiËÌnsk· 63;50723;HrnËÌ¯;Milan;PharmDr.;;lekarna.melissa.liban@tiscali.cz;493 598 627;;1;Z;;
LÈk·rna Mellisa;70633000000;70995330;70633000;27465306;»esk· T¯ebov·;Litomyölsk· 322;56002;Kr·sov·;Alena;Mgr.;;lekarnamellisa@tiscali.cz;465 511 097;;1;Z;;
L…K¡RNA MENORA;44316000001;44995830;44316000;03326161;PlzeÚ;Smetanovy sady 80/5;30100;÷rdˆgov·;Mirka;Mgr. ;;menora.plzen@lekia.cz;702143788;;1;Z;;
LÈk·rna MÏ¯Ìn;84885000000;84995380;84885000;03589226;MÏ¯Ìn;N·mÏstÌ 106;59442;Smejkalov·;Hana;Mgr.;;hsmejkalova@lekarnamerin.cz;566 544 164;;1;Z;;
L…K¡RNA MÃSTE»KO éD¡NICE;75681000000;75995990;75681000;05472423;éd·nice;MÏsteËko 195;69632;Gross;ZdenÏk;PharmDr.;;lekarnamestecko@seznam.cz;722 053 770;;1;Z;;
LÈk·rna Metro H·je;04995021000;04995090;04995021;61501778;Praha;Opatovsk· 874/25;14900;ätÏp·nkov·;Hana ;Mgr. ;http://www.lekarnametrohaje.cz;info@lekarnametrohaje.cz;267 914 059, 731 471 205;;1;Z;;
LÈk·rna METRO Pet¯iny;06995069000;06995560;06995069;04244451;Praha;»Ìlova 303/10;16200;Vyhnalov·;Simona;PharmDr.;http://www.lekarna-praha6.cz;lekarnapetriny@seznam.cz;222 268 547;;1;Z;;
LÈk·rna MG Medical Center;90959000000;90995400;90959000;26725754;Opava;Ostroûn· 244/27;74601;TvrdoÚ;Jaroslav;Mgr. ;http://www.medical-center.cz;opava.ostrozna@benu.cz;552 301 558;552 301 558;1;Z;;
LÈk·rna Mgr. B¯ezinovÈ, s.r.o.;89252000000;89995240;89252000;27818250;UniËov;NemocniËnÌ 256;78391;B¯ezinov·;Ji¯ina;Mgr.;;lekarna.brezinova@seznam.cz;585 053 323;;1;Z;;
LÈk·rna Milosrdn˝ch brat¯Ì;72995091000;72995300;72995091;15531678;Brno;VÌdeÚsk· 228/7;63900;»eperov·;Kate¯ina;Mgr.;http://lekarna.milosrdni.cz/;lekarna.brno@milosrdni.cz;543 165 305, 543 165 167, 543 165 450;;1;LO;;
LÈk·rna Milosrdn˝ch brat¯Ì Letovice;71313000000;71995100;71313000;15531686;Letovice;Masarykovo n·mÏstÌ 208/23;67961;Proch·zkov·;Dagmar ;Mgr.;http://lekarna.milosrdni.cz;lekarna.letovice@milosrdni.cz;516474947;;1;Z;;
LÈk·rna Miroöov s.r.o.;00201165294;47995200;47300000;09778411;Miroöov;n·mÏstÌ MÌru 603;33843;Petrov·;Michaela;PharmDr.;;lekarna.mirosov@tiscali.cz;724 721 771;;1;Z;;
LÈk·rna M.K.P. service s.r.o.;73622000000;73995920;73622000;25506111;IvanËice;PalackÈho n·mÏstÌ 87/41;66491;KrejËÌ;Gabriela;Mgr.;http://www.lekarnov.cz;lekarna.mkp@seznam.cz;546 451 505;;1;Z;ANO;
LÈk·rna MMN;67346000001;67995310;67346000;05421888;Jilemnice;Metyöova 468;51401;Ol·h;Milan;Mgr.;http://www.nemjil.cz;lekarna@nemjil.cz;481 551 195;;1;NO;;
LÈk·rna Mnichovice;00200051094;28995650;28995003;08024651;Mnichovice;N·draûnÌ 22;25164;Ad·mek;Jakub;Mgr.;;lekarnamnichovice@centrum.cz, lekarnamnichovice@email.cz;323 641 143;;0;Z;;
L…K¡RNA MODR› PAVILON;91995400000;91995480;91995400;47975938;Ostrava;Chittussiho 1001/9;71000;ÿeznÌkov·;Monika ;PharmDr.;;lekarna@modrypavilon.cz;597 011 285;;1;Z;;
LÈk·rna Mod¯ice;00203660586;73995133;73739000;19628072;Mod¯ice;N·draûnÌ 663;66442;Dobeöov·;ä·rka;Mgr.;;lekarna.modrice@centrum.cz;547 216 850;;0;Z;;
LÈk·rna Mod¯Ìnov·;79057000000;79995320;79057000;26253089;T¯ebÌË;Mod¯Ìnov· 356;67401;CÌsa¯;P¯emysl ;PharmDr.;https://www.lekarna-modrinova.cz/;lekarnamodrinova@gmail.com;568 823 810;;1;Z;;
L…K¡RNA MOFA;57995419000;57995280;57995419;25011936;Most;ViöÚov· 1008/1;43401;»ensk·;Milena;Mgr.;;mofamost@seznam.cz;478 618 542;;1;Z;;
LÈk·rna Mor·Ú;02995030000;02995530;02995030;25936115;Praha;Karlovo n·mÏstÌ 325/7;12000;Viskupov·;Marcela;Mgr.;http://www.lekarnamoran.cz;lekarnamoran@volny.cz;222 162 280;;1;Z;;
LÈk·rna Moravsk˝ Beroun s.r.o.;89212000000;85995120;89212000;01702874;Moravsk˝ Beroun;n·mÏstÌ 9. kvÏtna 501;79305;Labudek;Karel;Mgr.;;lekarna.m.beroun@iol.cz;733570113;;1;Z;;
LÈk·rna Möeno;00212972397;25995602;25995320;00237078;Möeno;Na SkaliËk·ch 31;27735;Navr·til;Michal;Mgr.;;lekarna@mestomseno.cz;315 693 107;;0;Z;;
LÈk·rna MutÏnice;75633000000;75995570;75633000;69716609;MutÏnice;Nerudova 1121;69611;StaÚov·;Karla;PharmDr.;;lekarna.mutenice@quick.cz;518 370 613;;1;Z/OOVL;;
LÈk·rna Na BezdÏkovÏ;20834000000;20995340;20834000;25788019;Beneöov;Na BezdÏkovÏ 2154;25601;Handlov·;Marta;Mgr.;www.lekarnaalma.cz;bezdekov@lekarnaalma.cz;317 728 712;;1;Z;;
LÈk·rna Na DÏdinÏ;06995018000;06995090;06995018;25134221;Praha;éukovskÈho 887/4;16100;Hubbellov·;Hana;PharmDr.;;hubbell@volny.cz;233 310 804;233 312 442;1;Z;;
L…K¡RNA NA DOLINÃ;75635000000;75995640;75635000;72393301;Velk· nad VeliËkou; 682;69674;Bartoöov·;Iva;Mgr.;;lekarnadoline@email.cz;518 382 134;;1;Z;;
LÈk·rna Na Dr·ûce;65420000001;65995390;65420000;25946030;Pardubice;Na Dr·ûce 1809;53003;Vondr·Ëkov·;ZdeÚka;PharmDr.;;lekarna.drazka@seznam.cz;702 015 808;;1;Z;;
L…K¡RNA NA FLORENCI;08995055000;08995330;08995055;25293117;Praha;Sokolovsk· 45/16;18600;Pecinov·;VladimÌra;Mgr.;;pharmamed@volny.cz;224 255 033;;1;Z;;
LÈk·rna Na H·jku;79038000000;79995110;79038000;46974741;T¯ebÌË;JelÌnkova 1116/41;67401;KorotviËkov·;Lenka;PharmDr.;https://www.lekarnanahajku.cz;lekarnanahajku@gmail.com;568 826 980;;1;Z;;
LÈk·rna Na HolandskÈ;83636000001;83995070;83636000;27755053;Znojmo;Holandsk· 3557/10;67181;Ji¯iËka;Hynek;Mgr.;http://www.lekarnaznojmo.cz;naholandske@lekarnaznojmo.cz;515 227 711;;1;Z;;
LÈk·rna Na HornÌm n·mÏstÌ;00201465347;82995920;82685000;06628931;SlaviËÌn;HornÌ n·mÏstÌ 112;76321;PelÈökov·;Jana;PharmDr.;;lekarnaslavicin@seznam.cz;777759482;;0;Z;;
LÈk·rna Na HorovÈ;72995096000;72995750;72995096;25569384;Brno;Horova 1859/42;61600;Filov·;Zina;Mgr.;http://www.lekarnahorova.cz;lekarna.horova@volny.cz;541 240 938;;1;Z;;
LÈk·rna Na HraniËnÌ;68601000001;68995210;68601000;28809173;Svitavy;HraniËnÌ 2120/11;56802;Fr˝zov·;Marie;PharmDr.;http://www.lekarnasvitavy.cz;hranicni@lekarnasvitavy.cz;461 532 049;;1;Z;;
LÈk·rna Na HvÏzdovÈ;00201587140;83995390;83655000;27755053;Znojmo;HvÏzdov· 3631/10;66902;Svoboda;AntonÌn;PharmDr.;https://www.lekarnaznojmo.cz/;nahvezdove@lekarnaznojmo.cz;515 248 444;;0;Z;;
L…K¡RNA NA JIHU;56614000000;56995260;56614000;01506251;éatec;Husova 2908;43801;VÈgh;Tereza;Mgr.;http://www.lekarna-zatec.cz;info@lekarna-zatec.cz, najihu@lekarna-zatec.cz;415 748 199;;1;Z;;
LÈk·rna Na KanadÏ;86330000002;86995897;86330000;28570481;T¯inec;MÌru 275;73961;NieslanÌkov·;Ingrid;Mgr.;http://www.lekarnanakanade.cz/;trinec@mojelekarna.cz;558 331 114;;0;Z;;
LÈk·rna NA KLADSK…;00214181158;61995150;61884000;27530981;Hradec Kr·lovÈ;Kladsk· 1065;50003;KraËmarov·;Lenka ;Mgr.  ;http://www.khl.cz;kladska@khl.cz;734 588 925;;1;Z;;
LÈk·rna Na KobliûnÈ;72995009000;72995110;72995009;46978437;Brno;Kobliûn· 28/7;60200;Richter;Ji¯Ì;RNDr.;https://lekkoblizna.cz/;jiri_richter@volny.cz;542 212 110;;1;L;ANO;
LÈk·rna Na Kopci;87365000000;87995150;87365000;25364995;HavÌ¯ov;Na Z·gu¯Ì 705/6a;73601;¡llÛ;Eva ;Mgr.;http://www.lekarnanakopci.cz;lekarna.nakopci@gmail.com;602 774 777;;1;Z;;
LÈk·rna Na LetnÈ;89300000000;89995580;89300000;73122386;Olomouc;Dlouh· 521/34;77900;éovinec;Marek;PharmDr.;http://www.mujlekarnik.cz;lekarnanaletne@seznam.cz;585 235 273;;1;Z;;
LÈk·rna Na LetnÈ;64619000000;64995300;64619000;49815024;N·chod;»esk˝ch brat¯Ì 383;54701;Gregorov·;Lenka;PharmDr.;;lekarna@dentimed.cz;491 421 637;;1;Z;;
LÈk·rna Na LidickÈ;72995121000;72995830;72995121;71178058;Brno;Lidick· 1876/42;60200;PÌöov·;Helena;PharmDr.;www.benu.cz/lekarna-benu-brno-lidicka;brno.lidicka@benu.cz, lekarna.lidicka@volny.cz, brno.lidicka@benu.cz;545 212 196;545 212 196;1;Z;;
L…K¡RNA NA LITOMÃÿICK…;58313000000;58995010;58313000;49086979;BÌlina;LitomÏ¯ick· 102/5;41801;Hazdrov·;VladimÌra;Mgr.;;lekarna@upivovaru.com;417 829 333;;1;Z;;
LÈk·rna Na Luûci;65664000000;65995670;65664000;02555719;L·znÏ BohdaneË;Na Luûci 718;53341;Smetanov·;Jaroslava;Mgr.;;lekarnanaluzci@seznam.cz;466 924 387;;1;Z;;
LÈk·rna Na Mari·nskÈm n·mÏstÌ;82678000000;82995820;82678000;27727564;ZlÌn;Mari·nskÈ n·mÏstÌ 677;76314;Jirkovsk·;Jitka;PharmDr.;http://www.lekarnastipa.cz;info@lekarnastipa.cz;577 544 164, 736 215 087;;1;Z;;
LÈk·rna na mÏsteËku;00202600022;73995128;73670000;14366991;Pozo¯ice;Na MÏsteËku 56;66407;Samkov·;Zina;PharmDr.;;lekarna.pozorice@seznam.cz;544 226 328, 731 486 563;;0;Z;;
LÈk·rna Na mÏsteËku;75638000007;75995820;75638000;46975446;Vracov;n·mÏstÌ MÌru 199;69642;Lopraisov·;Silvie;Mgr.;http://www.lekarnakoruna.cz//;vracov@lekarnakoruna.cz;518 616 132, 725 371 744;;1;Z;;
LÈk·rna Na N·b¯eûÌ;94307000000;94995240;94307000;29459648;ValaöskÈ Mezi¯ÌËÌ;MostnÌ 530/15;75701;Hrub·;Lenka;PharmDr. ;http://www.lekarna-nanabrezi.cz;info@lekarna-nanabrezi.cz;571 621 807;;1;Z/OOVL;ANO;
LÈk·rna Na N·draûÌ;61554000000;61995650;61554000;49815148;Hradec Kr·lovÈ;Riegrovo n·mÏstÌ 914/2;50002;Joötov·;Iveta;PharmDr.;http://www.medika-hk.cz;lekarna@medika.cz;495 582 670;;1;Z;;
LÈk·rna na n·mÏstÌ;81722000000;81995370;81722000;49436163;Slavkov u Brna;B. NÏmcovÈ 282;68401;Rozkydalov·;Eliöka;Mgr.;https://www.lekarnaslavkov.cz;lekarna-namesti@email.cz;544 241 106;;1;Z;;
LÈk·rna Na n·mÏstÌ;74686000000;74995060;74686000;29255406;HustopeËe;DukelskÈ n·m. 29/5;69301;Urb·nkov·;Dana;Mgr.;http://www.hytych.cz;lekarna-namesti@hytych.cz;519 411 360;;1;L/OOVL;;
LÈk·rna Na n·mÏstÌ;56610000000;56995120;56610000;01506251;éatec;t¯Ìda Obr·nc˘ mÌru 165;43801;J·noöÌk;Michal;PharmDr.;http://www.lekarna-zatec.cz;info@lekarna-zatec.cz, nanamesti@lekarna-zatec.cz;415 710 908;;1;Z;;
LÈk·rna Na n·mÏstÌ;84858000000;84995220;84858000;60719028;éÔ·r nad S·zavou;n·m. Republiky 63/16;59101;KuËerov·;KvÏta;Mgr.;;leknanam@seznam.cz;566 626 072;;1;Z;;
LÈk·rna Na n·mÏstÌ;21314000001;21995300;21314000;03121798;Beroun;Husovo n·m. 44/31;26601;Soukupov·;Olga;Mgr.;http://www.centralnilekarna.cz;info@centralnilekarna.cz, leknamesti@iol.cz;311 621 775;;1;Z;ANO;
LÈk·rna Na n·mÏstÌ;47290000000;47995180;47290000;26380285;Radnice;n·mÏstÌ Kaöpara äternberka 533;33828;Karlovsk·;MarkÈta;Mgr.;;lekarna.radnice@seznam.cz;371 785 250;;1;Z;;
LÈk·rna Na n·mÏstÌ;73640000000;73995310;73640000;27695735;Ku¯im;Tiönovsk· 35/2;66434;Skoupilov·;Petra;Mgr.;http://www.lekarnakurim.cz;leknamesti@volny.cz, namesti@lekarnakurim.cz;541 231 654, 606 548 969;;1;Z/OOVL;ANO;
LÈk·rna Na n·mÏstÌ;52529000001;52995500;52529000;29155070;Chomutov;n·mÏstÌ 1. M·je 11/14;43001;Kr·likov·;Dominika;PharmDr.;http://www.appate.cz;chomutov@urticapharm.cz;727 815 319;;0;Z;;
LÈk·rna Na N·mÏstÌ;60995018001;60995310;60995018;26005930;SvÏtl· nad S·zavou;n·mÏstÌ TrËk˘ z LÌpy 162;58291;D˘bravn˝;Josef;PharmDr.;;optima.namesti@seznam.cz;569 452 756;;1;Z;;
LÈk·rna Na N·mÏstÌ;31995218000;22995150;31995218;27246728;Stochov;MÌrovÈ n·mÏstÌ 261;27303;Adlt;Miroslav;Mgr.;;lekarna.stochov@seznam.cz;312 651 204;312 651 204;1;Z;;
LÈk·rna Na N·mÏstÌ;45618000001;45995330;45618000;26352320;P¯eötice;Masarykovo n·m. 142;33401;Vlada¯;Martin;Mgr.;http://www.lekarna-prestice.cz;namesti@lekarna-prestice.cz;377 897 140;;0;Z;;
LÈk·rna Na N·mÏstÌ;76148000000;76995340;76148000;25586688;T¯eöù;n·m. T. G. Masaryka 123/1a;58901;»·sov·;Blanka;Mgr.;http://www.lekarnatrest.cz;casova@volny.cz;567 234 156, 725 753 169;;1;Z;;
LÈk·rna Na N·mÏstÌ;00200008756;88995468;88995123;25864173;Fulnek;n·m. KomenskÈho 9;74245;Voln·;Martina;PharmDr. ;https://www.stavovska.cz;namfulnek@stavovska.cz;556741238;;0;Z;;
LÈk·rna Na N·mÏstÌ;50936000000;50995040;50936000;25034561;»esk· LÌpa;n·mÏstÌ T. G. Masaryka 164/16;47001;Kohoutov·;Tereza;Mgr.;https://www.magistra.cz/cs/lekarna-nam-t-g-m-ceska-lipa;ceslek@centrum.cz;487 521 045;;1;L;;
LÈk·rna Na N·mÏstÌ;00202593855;60995730;60995037;28847636;HavlÌËk˘v Brod;HavlÌËkovo n·mÏstÌ 54;58001;Stejskalov·;Lenka;Mgr.;;lekarna.namestihb@email.cz;569 426 663, 724 921 645;;0;Z;;
L…K¡RNA NA N¡MÃSTÕ;32995031000;32995830;32995031;26103991;T˝n nad Vltavou;n·mÏstÌ MÌru 92;37501;Trnkov·;Dana;Mgr.;http://www.leky-lekarna.cz;lekarnananamesti@seznam.cz;734 417 482;;1;Z;ANO;
LÈk·rna Na N·mÏstÌ DaËice s.r.o.;34613000001;34995500;34613000;03379639;DaËice;PalackÈho n·m. 41;38001;Bezchlebov·;Irena;Mgr.;;lekarna.dacice@seznam.cz;384 420 151;;1;Z;;
L…K¡RNA NA N¡MÃSTÕ s.r.o.;76159000000;76995090;76159000;27664635;Poln·;Husovo n·mÏstÌ 29;58813;HladÌk;Michal;Mgr.;www.lekarnapolna.cz;lekarnapolna@centrum.cz;567 212 321;;1;Z;;
LÈk·rna na N·mÏstÌ Svobody;82676000000;82995800;82676000;27727564;Sluöovice; 710;76315;Br·zdilov·;Eva;Mgr.;http://www.slusovicelekarna.cz;namesti@slusovicelekarna.cz;577 544 138, 736 222 073;;1;Z;;
LÈk·rna Na N·rodnÌ;87367000000;87995120;87367000;65141679;HavÌ¯ov;N·rodnÌ t¯Ìda 581/12;73601;Nalevajkov·;PavlÌna;PharmDr.;http://nanarodni.cz/;lekarnanarodni@seznam.cz;596 811 115;;1;Z;;
LÈk·rna Na NovÈm MÏstÏ;63316000000;63995030;63316000;47474505;JiËÌn;LidickÈ n·mÏstÌ 576;50601;BartoÚov·;Jana;PharmDr.;;jbartonova@email.cz;493 525 485;;1;Z;;
LÈk·rna Na ObilnÌm trhu;72995164001;72995179;72995164;02133997;Brno;GorkÈho 70/22;60200;Csˆllei;Marek;Mgr.;;lek.obilnak@centrum.cz;541213861;;1;Z;;
LÈk·rna Na Pankr·ci;00200135031;04996270;04995154;06154743;Praha;Na Pankr·ci 999/40;14000;Steinbauer;Libor;PharmDr.;http://www.mistnilekarna ;napankraci@mistnilekarna.cz;241 405 058, 724 963 170;;0;Z;;
LÈk·rna Na Peka¯skÈ;00215586703;72995358;72995076;29147042;Brno;Peka¯sk· 397/5;60200;ätursov·;Marianna;PharmDr.;;lekarnanapekarske@mojelekarna.cz;543 211 714;;0;LO;;
LÈk·rna Na Pet¯in·ch;06995002001;06995590;06995002;29147042;Praha;Stamicova 1968/21;16200;MÌkov·;Jitka;PharmDr.;http://www.napetrinach.cz;napetrinach@mojelekarna.cz;235350089;;1;L;;
LÈk·rna Na PodluûÌ;75649000000;75995530;75649000;26944766;Luûice;Velkomoravsk· 303/270a;69618;Kummerov·;Jana;PharmDr.;;lekarna.luzice@gmail.com;518 357 011;;1;Z;;
LÈk·rna Na poliklinice;35622000000;35995250;35622000;25788019;Pacov;éiûkova 922;39501;K¯Ìûkov·;Petra;PharmDr. ;www.lekarnaalma.cz;lekarna.polpac@seznam.cz;565 443 496;;1;Z;;
LÈk·rna Na poliklinice;74785000000;74995010;74785000;25864173;B¯eclav;B¯Ì. MrötÌk˘ 3065/38;69002;Barouöov·;MarkÈta;Mgr.;http://www.poliklinika.cz/cs/dospele/lekarna, https://stavovska.cz/lekarny/breclav/4-breclav-na-poliklinice;polbreclav@stavovska.cz;519 303 271, 605 022 755;;1;Z/OOVL;;
